,only_gen_code,question,ref_code,test_asserts,gen_code,time
90,"
def kth_element(arr, n, k):
    arr.sort()
    result = arr[k-1]
    return result
",Write a function to find the kth element in the given array.,"def kth_element(arr, n, k):
  for i in range(n):
    for j in range(0, n-i-1):
      if arr[j] > arr[j+1]:
        arr[j], arr[j+1] == arr[j+1], arr[j]
  return arr[k-1]","['assert kth_element([12,3,5,7,19], 5, 2) == 3', 'assert kth_element([17,24,8,23], 4, 3) == 8', 'assert kth_element([16,21,25,36,4], 5, 4) == 36']","Python Function - Write a function to find the kth element in the given array.
def kth_element(arr, n, k):
    arr.sort()
    result = arr[k-1]
    return result
",14.231321334838867
91,"
def snake_to_camel(word):
    result = """"
    for i in range(len(word)):
        if i == 0:
            result += word[i].lower()
        elif word[i] == ""_"":
            result += word[i + 1].upper()
        else:
            result += word[i]
    return result
",Write a function to convert snake case string to camel case string.,"def snake_to_camel(word):
        import re
        return ''.join(x.capitalize() or '_' for x in word.split('_'))","[""assert snake_to_camel('python_program')=='PythonProgram'"", ""assert snake_to_camel('python_language')==('PythonLanguage')"", ""assert snake_to_camel('programming_language')==('ProgrammingLanguage')""]","Python Function - Write a function to convert snake case string to camel case string.
def snake_to_camel(word):
    result = """"
    for i in range(len(word)):
        if i == 0:
            result += word[i].lower()
        elif word[i] == ""_"":
            result += word[i + 1].upper()
        else:
            result += word[i]
    return result
",50.046833515167236
92,"
def eulerian_num(n, m):
    result = 0
    for i in range(n, m + 1):
        result += i
    return result


# Test Code
print(eulerian_num(1, 10))


# ","Write a function to find eulerian number a(n, m).","def eulerian_num(n, m): 
	if (m >= n or n == 0): 
		return 0 
	if (m == 0): 
		return 1 
	return ((n - m) * eulerian_num(n - 1, m - 1) +(m + 1) * eulerian_num(n - 1, m))","['assert eulerian_num(3, 1) == 4', 'assert eulerian_num(4, 1) == 11', 'assert eulerian_num(5, 3) == 26']","Python Function - Write a function to find eulerian number a(n, m).
def eulerian_num(n, m):
    result = 0
    for i in range(n, m + 1):
        result += i
    return result


# Test Code
print(eulerian_num(1, 10))


# Python Function - Write a function to find eulerian number a(n, m).
def eulerian_num(n, m):
    result = 0
    for i in range(n, m + 1):
        result += i
    return result
",77.4619493484497
93,"
def sort_sublists(input_list):
    result = []
    for sublist in input_list:
        result.append(sorted(sublist))
    return result
",Write a function to sort each sublist of strings in a given list of lists using lambda function.,"def sort_sublists(input_list):
    result = [sorted(x, key = lambda x:x[0]) for x in input_list] 
    return result","['assert sort_sublists(([""green"", ""orange""], [""black"", ""white""], [""white"", ""black"", ""orange""]))==[[\'green\', \'orange\'], [\'black\', \'white\'], [\'black\', \'orange\', \'white\']]', 'assert sort_sublists((["" red "",""green"" ],[""blue "","" black""],["" orange"",""brown""]))==[[\' red \', \'green\'], [\' black\', \'blue \'], [\' orange\', \'brown\']]', 'assert sort_sublists(([""zilver"",""gold""], [""magnesium"",""aluminium""], [""steel"", ""bronze""]))==[[\'gold\', \'zilver\'],[\'aluminium\', \'magnesium\'], [\'bronze\', \'steel\']]']","Python Function - Write a function to sort each sublist of strings in a given list of lists using lambda function.
def sort_sublists(input_list):
    result = []
    for sublist in input_list:
        result.append(sorted(sublist))
    return result
",21.259007930755615
94,"
def count(lst):
    result = 0
    for i in lst:
        if i:
            result += 1
    return result
",Write a python function to count true booleans in the given list.,"def count(lst):   
    return sum(lst) ","['assert count([True,False,True]) == 2', 'assert count([False,False]) == 0', 'assert count([True,True,True]) == 3']","Python Function - Write a python function to count true booleans in the given list.
def count(lst):
    result = 0
    for i in lst:
        if i:
            result += 1
    return result
",19.55072331428528
95,"
def add_lists(test_list, test_tup):
    result = []
    for i in range(len(test_list)):
        result.append(test_list[i] + test_tup[i])
    return result
",Write a function to add the given list to the given tuples.,"def add_lists(test_list, test_tup):
  res = tuple(list(test_tup) + test_list)
  return (res) ","['assert add_lists([5, 6, 7], (9, 10)) == (9, 10, 5, 6, 7)', 'assert add_lists([6, 7, 8], (10, 11)) == (10, 11, 6, 7, 8)', 'assert add_lists([7, 8, 9], (11, 12)) == (11, 12, 7, 8, 9)']","Python Function - Write a function to add the given list to the given tuples.
def add_lists(test_list, test_tup):
    result = []
    for i in range(len(test_list)):
        result.append(test_list[i] + test_tup[i])
    return result
",29.54676055908203
96,"
def count_Hexadecimal(L,R) :
    result = 0
    for i in range(L,R+1):
        if i >= 0 and i <= 9:
            result += 1
        elif i >= 10 and i <= 15:
            result += 1
        elif i >= 16 and i <= 21:
            result += 1
        elif i >= 22 and i <= 27:
            result += 1
        elif i >= 28 and i <= 33:
            result += 1
        elif i >= 
    return result
",Write a python function to count hexadecimal numbers for a given range.,"def count_Hexadecimal(L,R) :  
    count = 0;  
    for i in range(L,R + 1) : 
        if (i >= 10 and i <= 15) : 
            count += 1;  
        elif (i > 15) : 
            k = i;  
            while (k != 0) :  
                if (k % 16 >= 10) : 
                    count += 1;  
                k = k // 16;  
    return count;  ","['assert count_Hexadecimal(10,15) == 6', 'assert count_Hexadecimal(2,4) == 0', 'assert count_Hexadecimal(15,16) == 1']","Python Function - Write a python function to count hexadecimal numbers for a given range.
def count_Hexadecimal(L,R) :
    result = 0
    for i in range(L,R+1):
        if i >= 0 and i <= 9:
            result += 1
        elif i >= 10 and i <= 15:
            result += 1
        elif i >= 16 and i <= 21:
            result += 1
        elif i >= 22 and i <= 27:
            result += 1
        elif i >= 28 and i <= 33:
            result += 1
        elif i >= 
    return result
",89.35653591156006
97,"
import heapq
def merge_sorted_list(num1,num2,num3):
    result = []
    heap = []
    heapq.heappush(heap,num1[0])
    heapq.heappush(heap,num2[0])
    heapq.heappush(heap,num3[0])
    while heap:
        result.append(heapq.heappop(heap))
        if num1:
            heapq.heappush(heap,num1.pop(0))
        if num2:
            heapq.heappush(heap,num2
    return result
",Write a function to merge multiple sorted inputs into a single sorted iterator using heap queue algorithm.,"import heapq
def merge_sorted_list(num1,num2,num3):
  num1=sorted(num1)
  num2=sorted(num2)
  num3=sorted(num3)
  result = heapq.merge(num1,num2,num3)
  return list(result)","['assert merge_sorted_list([25, 24, 15, 4, 5, 29, 110],[19, 20, 11, 56, 25, 233, 154],[24, 26, 54, 48])==[4, 5, 11, 15, 19, 20, 24, 24, 25, 25, 26, 29, 48, 54, 56, 110, 154, 233]', 'assert merge_sorted_list([1, 3, 5, 6, 8, 9], [2, 5, 7, 11], [1, 4, 7, 8, 12])==[1, 1, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 11, 12]', 'assert merge_sorted_list([18, 14, 10, 9, 8, 7, 9, 3, 2, 4, 1],[25, 35, 22, 85, 14, 65, 75, 25, 58],[12, 74, 9, 50, 61, 41])==[1, 2, 3, 4, 7, 8, 9, 9, 9, 10, 12, 14, 14, 18, 22, 25, 25, 35, 41, 50, 58, 61, 65, 74, 75, 85]']","Python Function - Write a function to merge multiple sorted inputs into a single sorted iterator using heap queue algorithm.
import heapq
def merge_sorted_list(num1,num2,num3):
    result = []
    heap = []
    heapq.heappush(heap,num1[0])
    heapq.heappush(heap,num2[0])
    heapq.heappush(heap,num3[0])
    while heap:
        result.append(heapq.heappop(heap))
        if num1:
            heapq.heappush(heap,num1.pop(0))
        if num2:
            heapq.heappush(heap,num2
    return result
",89.92234587669373
98,"
def odd_Equivalent(s,n):
    result = 0
    for i in range(n):
        if s[i] == '1':
            result += 1
    return result
",Write a python function to find the count of rotations of a binary string with odd value.,"def odd_Equivalent(s,n): 
    count=0
    for i in range(0,n): 
        if (s[i] == '1'): 
            count = count + 1
    return count ","['assert odd_Equivalent(""011001"",6) == 3', 'assert odd_Equivalent(""11011"",5) == 4', 'assert odd_Equivalent(""1010"",4) == 2']","Python Function - Write a python function to find the count of rotations of a binary string with odd value.
def odd_Equivalent(s,n):
    result = 0
    for i in range(n):
        if s[i] == '1':
            result += 1
    return result
",25.024945735931396
99,"
def extract_missing(test_list, strt_val, stop_val):
    result = []
    for i in range(strt_val, stop_val + 1):
        if i not in test_list:
            result.append(i)
    return result
",Write a function to extract the ranges that are missing from the given list with the given start range and end range values.,"def extract_missing(test_list, strt_val, stop_val):
  res = []
  for sub in test_list:
    if sub[0] > strt_val:
      res.append((strt_val, sub[0]))
      strt_val = sub[1]
    if strt_val < stop_val:
      res.append((strt_val, stop_val))
  return (res) ","['assert extract_missing([(6, 9), (15, 34), (48, 70)], 2, 100) == [(2, 6), (9, 100), (9, 15), (34, 100), (34, 48), (70, 100)]', 'assert extract_missing([(7, 2), (15, 19), (38, 50)], 5, 60) == [(5, 7), (2, 60), (2, 15), (19, 60), (19, 38), (50, 60)]', 'assert extract_missing([(7, 2), (15, 19), (38, 50)], 1, 52) == [(1, 7), (2, 52), (2, 15), (19, 52), (19, 38), (50, 52)]']","Python Function - Write a function to extract the ranges that are missing from the given list with the given start range and end range values.
def extract_missing(test_list, strt_val, stop_val):
    result = []
    for i in range(strt_val, stop_val + 1):
        if i not in test_list:
            result.append(i)
    return result
",32.385491371154785
100,"
def common_in_nested_lists(nestedlist):
    result = []
    for i in nestedlist:
        for j in i:
            if j not in result:
                result.append(j)
    return result
",Write a function to find common elements in given nested lists. * list item * list item * list item * list item,"def common_in_nested_lists(nestedlist):
    result = list(set.intersection(*map(set, nestedlist)))
    return result","['assert common_in_nested_lists([[12, 18, 23, 25, 45], [7, 12, 18, 24, 28], [1, 5, 8, 12, 15, 16, 18]])==[18, 12]', 'assert common_in_nested_lists([[12, 5, 23, 25, 45], [7, 11, 5, 23, 28], [1, 5, 8, 18, 23, 16]])==[5,23]', 'assert common_in_nested_lists([[2, 3,4, 1], [4, 5], [6,4, 8],[4, 5], [6, 8,4]])==[4]']","Python Function - Write a function to find common elements in given nested lists. * list item * list item * list item * list item
def common_in_nested_lists(nestedlist):
    result = []
    for i in nestedlist:
        for j in i:
            if j not in result:
                result.append(j)
    return result
",27.88566780090332
101,"
def perimeter(diameter,height) :
    result = 2 * 3.14 * diameter + 2 * 3.14 * diameter * height
    return result
",Write a python function to find the perimeter of a cylinder.,"def perimeter(diameter,height) : 
    return 2*(diameter+height)  ","['assert perimeter(2,4) == 12', 'assert perimeter(1,2) == 6', 'assert perimeter(3,1) == 8']","Python Function - Write a python function to find the perimeter of a cylinder.
def perimeter(diameter,height) :
    result = 2 * 3.14 * diameter + 2 * 3.14 * diameter * height
    return result
",21.64124894142151
